1.55299902,-0.068464453
3.081998974,0.00440008
4.617999494,0.040834253
6.149996817,0.059053248
7.694999501,0.069833582
9.23499316,0.084405726
10.77999584,0.055406397
12.31999956,0.040834253
13.85800168,0.015329188
15.3920006,0.000760859
16.93199426,-0.003034765
18.47699694,0.00440008
20.01499906,0.007894343
21.54100165,0.01882345
23.08799587,0.011537378
24.62199479,0.007894343
26.16600171,0.015329188
27.702998,0.007894343
29.24599908,0.01882345
30.78099377,0.01882345
32.31899589,0.01882345
33.84499848,0.007741755
35.380999,0.000459498
36.92199849,0.000459498
38.46199214,0.007741755
40.00399746,-0.006826574
41.54599272,-0.014116461
43.08099747,0.007612055
44.61999536,0.011388605
46.15999907,0.000325983
47.69999273,0.003969019
49.23499748,0.011255091
50.77899434,0.007612055
52.31999382,0.018373316
53.85900177,0.000154322
55.39599806,-0.003484899
56.94800131,0.011087244
58.4890008,-0.003484899
60.04199982,0.000325983
61.56799234,0.000154322
63.12100142,-0.007127935
64.65500034,0.000154322
66.19399823,0.003648585
67.72000082,5.54865E-06
69.25999448,-0.010923559
70.78599706,-0.007433111
72.33399712,-0.003790075
73.872995,-0.003790075
75.41199289,-0.007433111
76.93900131,-0.007433111
78.49200033,0.010782068
80.02599925,0.006952112
81.57699667,-0.007620031
83.11599456,0.006952112
84.66399461,0.006952112
86.20199673,-0.000467474
87.74999678,-0.007753546
89.28699307,0.006822413
90.82799256,-0.007753546
92.36299731,-0.000616247
93.90099943,0.010312861
95.43499835,0.003022974
96.9870016,-0.008058721
98.52199629,-0.000616247
100.0769969,-0.004263098
101.6109958,0.002874201
103.1489979,0.002874201
104.6779979,0.002874201
106.2249921,-0.000936682
107.7590011,0.046422785
109.3140017,0.060998743
110.8749971,0.075418299
112.4659963,0.082708185
114.0039984,0.129934138
115.5800007,0.126424616
117.1160012,0.108075922
118.6589923,0.228303736
120.1919954,0.705392664
121.7369981,1.987840479
123.2769918,3.723794764
124.8169955,5.210286921
126.3429981,6.319715326
127.8899923,6.859777277
129.424997,6.761884516
130.9699997,6.504621332
132.5089976,6.185415095
134.0459939,5.69959051
135.583996,5.289895838
137.1249955,4.742433375
138.660996,4.118680781
140.1999939,3.448098963
141.7409934,2.650621241
143.2819929,1.914666956
144.8169976,1.408399409
146.3570014,1.065927332
147.896995,0.708734339
149.449994,0.504857844
150.9899978,0.431993311
152.5379978,0.340761011
154.0640004,0.242391413
155.6059957,0.256959742
157.1429919,0.238744562
158.6939994,0.166032618
160.2289941,0.187738245
161.7669962,0.154950922
163.3079957,0.144021815
164.8439962,0.12580282
166.379001,0.114873713
167.9229978,0.063867396
169.4579925,0.071019953
170.998992,0.096521204
172.5260004,0.093011683
174.0629967,0.096654719
175.6019946,0.096654719
177.1419983,0.103944605
178.6800005,0.114873713
180.216001,0.111226862
181.7459967,0.122022455
183.2989957,0.074796503
184.8379936,0.053087061
186.3809947,0.052800959
187.912992,0.042157953
189.452,0.038514918
190.9939952,0.027433222
192.5339989,0.031076258
194.0689936,0.027299708
195.6440002,0.027433222
197.1800007,-0.140157873
198.7259991,-0.766809637
200.2579965,-1.976392919
201.8099997,-3.160467321
203.341997,-3.903837377
204.9089972,-4.173311407
206.4490009,-3.914636785
207.9999983,-3.346410925
209.5369946,-2.344366247
211.0769983,-1.335165197
212.6069941,-0.668573553
214.1639963,-0.672216589
215.699001,-1.597482855
217.2459953,-3.368135626
218.781,-4.938406164
220.3589939,-5.652496511
221.8949944,-5.572344
223.5419981,-4.734380895
225.0899982,-3.513868505
226.6359966,-2.337080175
228.1769961,-1.542837316
229.7249962,-0.985258276
231.2659957,-0.668440039
232.8089967,-0.409612829
234.3349993,-0.303957159
235.8730014,-0.212873632
237.4029972,-0.129076177
238.9439967,-0.121942694
240.4729966,-0.005205328
242.0619942,-0.041635687
243.6099943,-0.059854681
245.1529954,-0.030706579
246.7149965,-0.0124914
248.2639924,0.00572378
249.7910008,0.00572378
251.3399966,0.00572378
252.8659992,0.016656702
254.4059929,0.020295923
255.9429992,0.064016169
257.4909993,0.038514918
259.0530004,0.049291437
260.6320001,0.038514918
262.1899981,0.034719294
263.7769941,0.034871882
265.3419927,0.031228846
266.9219982,0.038514918
268.4980005,0.03836233
270.0889997,0.034719294
271.6689952,0.031228846
273.2289948,0.031228846
274.7920018,0.02758581
276.3509955,0.042005366
277.931001,0.020295923
279.4959996,0.023942774
281.046997,0.038514918
282.6079924,0.020295923
284.162993,0.023942774
285.7400011,0.02758581
287.2930001,0.031228846
288.8309922,0.023942774
290.365997,0.02758581
291.9060007,0.023942774
293.4409954,0.020295923
294.9799933,0.02758581
296.5179954,0.038514918
0,0
